City,State,ID
East Hartland,CT,2
East Haven,CT,40
East Hazel Crest,IL,1
East Islip,NY,23
East Jordan,MI,2
East Kingston,NH,3
East Lansing,MI,24
East Liberty,OH,3
East Longmeadow,MA,1
East Lyme,CT,24
East Marion,FL,1
East Mc Keesport,PA,3
East Meadow,NY,39
East Moline,IL,1
East Moriches,NY,4
East Nassau,NY,4
East New Market,MD,6
East Northport,NY,16
East Norwich,NY,5
East Orange,NJ,242
East Palatka,FL,12
East Palestine,OH,2
East Palo Alto,CA,5
East Patchogue,NY,7
East Peoria,IL,202
East Petersburg,PA,12
East Pittsburgh,PA,2
East Point,GA,1
East Providence,RI,226
East Quogue,NY,4
East Rochester,NY,51
East Rutherford,NJ,66
East Saint Louis,IL,82
East Sandwich,MA,17
East Setauket,NY,13
East Stroudsburg,PA,8
East Syracuse,NY,117
East Taunton,MA,36
East Troy,WI,5
East Wakefield,NH,1
East Walpole,MA,11
East Wareham,MA,3
East Waterboro,ME,1
East Waterford,PA,1
East Wenatchee,WA,1
East Weymouth,MA,7
East Whatcom,WA,1
East Windsor,CT,17
East Windsor,NJ,4
Eastaboga,AL,8
Eastchester,NY,1
Eastham,MA,8
Easthampton,MA,2
Eastlake,OH,4
Eastland,TX,1
Eastman,GA,4
Easton,MD,16
Easton,PA,85
Eastover,NC,1
Eastover,SC,157
Eastpoint,FL,1
Eastpointe,MI,7
Eastport,NY,5
Eaton,CO,4
Eaton,IN,2
Eaton,OH,21
Eaton Rapids,MI,15
Eatonton,GA,9
Eatontown,NJ,67
Eatonville,WA,13
Eau Claire,WI,20
Eau Galle,WI,2
Ebensburg,PA,4
Ebony,VA,2
Ebro,FL,6
Echo,MN,1
Echo,OR,38
Echo Lake,CA,2
Echola,AL,2
Eckerty,IN,2
Eclectic,AL,1
Economy,IN,4
Ecorse,MI,1
Edcouch,TX,7
Eddington,ME,3
Eddy,TX,5
Eddyville,IA,2
Eddyville,KY,1
Eddyville,OR,14
Eden,ID,4
Eden,MD,5
Eden,NC,2
Eden,NY,27
Eden,TX,1
Eden,UT,4
Eden Prairie,MN,249
Eden Valley,MN,1
Edgar,WI,4
Edgard,LA,1
Edgartown,MA,1
Edgecomb,ME,4
Edgefield,SC,17
Edgemoor,SC,11
Edgerton,KS,12
Edgerton,WI,37
Edgewater,FL,20
Edgewater,MD,24
Edgewater,NJ,4
Edgewood,IA,2
Edgewood,IL,1
Edgewood,KY,24
Edgewood,MD,47
Edgewood,NM,2
Edgewood,WA,3
Edinboro,PA,4
Edinburg,PA,2
Edinburg,TX,25
Edinburg,VA,27
Edinburgh,IN,35
Edison,NJ,213
Edisto Island,SC,3
Edmeston,NY,1
Edmond,OK,613
Edmonds,WA,51
Edmonton,KY,1
Edna,TX,1
Edon,OH,6
Edwall,WA,1
Edwards,CA,14
Edwards,CO,4
Edwards,IL,1
Edwards,MS,10
Edwardsburg,MI,5
Edwardsville,IL,8
Effingham,IL,12
Effingham,SC,88
Effort,PA,1
Efland,NC,11
Egan,LA,4
Egg Harbor City,NJ,15
Egg Harbor Township,NJ,56
Eglin AFB,FL,13
Ehrhardt,SC,5
Eidson,TN,2
Eight Mile,AL,41
Eighty Four,PA,15
El Campo,TX,3
El Cerrito,CA,34
El Dorado,AR,4
El Dorado,CA,13
El Dorado,KS,3
El Dorado Hills,CA,125
El Mirage,AZ,54
El Monte,CA,398
El Nido,CA,7
El Paso,IL,8
El Paso,TX,3989
El Portal,CA,4
El Reno,OK,11
El Segundo,CA,71
El Sobrante,CA,90
Elberfeld,IN,4
Elberon,IA,2
Elbert,CO,2
Elberta,AL,14
Elberton,GA,2
Elbridge,NY,4
Elburn,IL,12
Eldridge,AL,2
Electra,TX,1
Elgin,IL,1520
Elgin,MN,2
Elgin,OK,2
Elgin,OR,27
Elgin,SC,246
Elgin,TX,34
Eliot,ME,1
Elizabeth,CO,2
Elizabeth,NJ,185
Elizabeth,PA,14
Elizabethport,NJ,32
Elizabethton,TN,3
Elizabethtown,IN,8
Elizabethtown,KY,18
Elizabethtown,NC,2
Elizabethtown,NY,1
Elizabethtown,PA,72
Elizabethville,PA,2
Elizaville,NY,7
Elk,CA,4
Elk City,ID,5
Elk City,OK,5
Elk Creek,CA,3
Elk Creek,VA,2
Elk Falls,KS,3
Elk Grove,CA,360
Elk Grove,IL,1
Elk Grove Village,IL,50
Elk Mound,WI,9
Elk River,MN,82
Elkhart,IA,11
Elkhart,IL,1
Elkhart,IN,11
Elkhart Lake,WI,1
Elkhorn,NE,120
Elkhorn,WI,13
Elkin,NC,21
Elkins Park,PA,97
Elkmont,AL,5
Elko,GA,14
Elko,NV,65
Elko New Market,MN,56
Elkridge,MD,134
Elkton,FL,29
Elkton,MD,48
Elkton,OR,34
Elkton,VA,24
Elkview,WV,15
Elkville,IL,2
Elkwood,VA,4
Ellabell,GA,17
Ellaville,GA,2
Ellendale,DE,2
Ellendale,MN,14
Ellensburg,WA,16
Ellenton,FL,96
Ellenville,NY,6
Ellenwood,GA,107
Ellerbe,NC,4
Ellerslie,GA,3
Ellicott City,MD,115
Ellijay,GA,23
Ellington,CT,8
Elliott,SC,3
Elliston,VA,52
Ellisville,MS,5
Elloree,SC,24
Ellsworth,IA,7
Ellsworth,KS,2
Ellsworth,ME,7
Ellsworth,PA,1
Ellsworth,WI,7
Ellwood City,PA,2
Elm City,NC,2
Elm Creek,NE,1
Elm Mott,TX,4
Elma,NY,3
Elma,WA,14
Elmendorf,TX,24
Elmer,NJ,14
Elmhurst,IL,506
Elmhurst,NY,202
Elmira,NY,8
Elmira,OR,1
Elmo,MT,1
Elmo,UT,4
Elmont,NY,5
Elmore,AL,5
Elmore,MN,2
Elmore,OH,3
Elmsford,NY,255
Elmwood Park,IL,2
Elmwood Park,NJ,71
Elon,NC,1
Eloy,AZ,80
Elrod,AL,3
Elsinore,UT,3
Elsinore Valley,CA,1
Elsmere,KY,11
Elverson,PA,5
Elverta,CA,26
Elwood,IL,3
Elwood,IN,3
Ely,IA,2
Ely,NV,17
Elyria,OH,15
Elysburg,PA,5
Elysian,MN,3
Emden,IL,1
Emelle,AL,1
Emerald Hills,CA,2
Emerald Isle,NC,1
Emerson,NJ,3
Emeryville,CA,464
Emigrant Gap,CA,11
Emlenton,PA,17
Emmaus,PA,5
Emmett,MI,2
Emmitsburg,MD,18
Emory,TX,1
Empire,AL,1
Empire,CO,3
Empire,MI,1
Emporia,KS,2
Emporia,VA,59
Encinal,TX,3
Encinitas,CA,187
Encino,CA,367
Encino,TX,1
Endeavor,WI,2
Enders,NE,1
Endicott,NY,7
Enfield,CT,43
Enfield,NC,22
Enfield,NH,9
Englewood,CO,646
Englewood,FL,29
Englewood,NJ,37
Englewood,OH,23
Englewood Cliffs,NJ,16
English,IN,4
Englishtown,NJ,3
Enid,OK,1
Ennis,MT,2
Ennis,TX,17
Enola,PA,37
Enon,OH,7
Enon Valley,PA,2
Enoree,SC,124
Enterprise,AL,3
Enterprise,OR,12
Enterprise,UT,5
Enumclaw,WA,28
Eolia,MO,2
Epes,AL,14
Ephraim,UT,5
Ephrata,PA,153
Ephrata,WA,1
Epping,NH,20
Epsom,NH,8
Epworth,IA,2
Equality,AL,1
Erick,OK,1
Erie,CO,50
Erie,KS,1
Erie,MI,4
Erie,PA,52
Erin,TN,3
Erlanger,KY,203
Ernul,NC,1
Errol,NH,1
Erskine,MN,1
Erving,MA,4
Erwin,NC,2
Erwin,TN,6
Escalante,UT,4
Escalon,CA,47
Escondido,CA,494
Eskdale,WV,1
Esko,MN,7
Esmont,VA,1
Espanola,NM,3
Esparto,CA,7
Esperance,NY,5
Essex,MA,3
Essex,MD,44
Essex,MT,6
Essex Junction,VT,4
Essexville,MI,2
Essington,PA,52
Estacada,OR,36
Estell Manor,NJ,1
Estero,FL,185
Estes Park,CO,4
Estill,SC,28
Estill Springs,TN,1
Ethel,LA,1
Ethel,WA,5
Ethelsville,AL,3
Etna,CA,1
Etna,ME,3
Etna,OH,7
Etowah,TN,1
Etters,PA,52
Ettrick,WI,3
Euclid,OH,33
Eufaula,AL,2
Eugene,MO,2
Eugene,OR,698
Euless,TX,80
Eunice,LA,2
Eureka,CA,56
Eureka,MO,34
Eureka,NV,7
Eureka,UT,4
Eustis,FL,22
Eustis,ME,1
Eutaw,AL,28
Eutawville,SC,27
Evans,CO,1
Evans,GA,8
Evans City,PA,3
Evans Mills,NY,2
Evansdale,IA,6
Evanston,IL,12
Evanston,WY,7
Evansville,IN,94
Evansville,MN,6
Evansville,WI,4
Evansville,WY,1
Evart,MI,1
Eveleth,MN,6
Everett,MA,31
Everett,PA,8
Everett,WA,634
Evergreen,AL,13
Evergreen,CO,79
Evergreen,NC,3
Evergreen Park,IL,6
Everson,WA,28
Everton,AR,2
Evington,VA,5
Ewing,NJ,9
Excelsior,MN,11
Exchange,WV,1
Exeter,CA,42
Exeter,MO,2
Exeter,NH,36
Exeter,RI,7
Exmore,VA,1
Export,PA,9
Exton,PA,83
Eyota,MN,12
Fabens,TX,4
Faber,VA,6
Fabius,NY,2
Fair Grove,MO,4
Fair Haven,NJ,1
Fair Haven,VT,1
Fair Lawn,NJ,22
Fair Oaks,CA,189
Fair Oaks,IN,7
Fair Play,SC,127
Fairborn,OH,25
Fairburn,GA,80
Fairdale,KY,68
Fairfax,CA,7
Fairfax,IA,2
Fairfax,MN,3
Fairfax,SC,16
Fairfax,VA,725
Fairfax,VT,4
Fairfax Station,VA,23
Fairfield,AL,60
Fairfield,CA,778
Fairfield,CT,158
Fairfield,ID,1
Fairfield,IL,1
Fairfield,ME,2
Fairfield,MT,1
Fairfield,NJ,41
Fairfield,OH,11
Fairfield,PA,7
Fairfield,TX,1
Fairfield,VA,23
Fairhaven,MA,8
Fairhope,AL,26
Fairland,IN,11
Fairland,OK,1
Fairlawn,OH,1
Fairless Hills,PA,3
Fairmont,MN,10
Fairmont,NC,6
Fairmont,WV,15
Fairmount,GA,3
Fairmount,IN,3
Fairmount Heights,DC,1
Fairplay,CO,22
Fairplay,MD,6
Fairport,NY,160
Fairview,NC,2
Fairview,NJ,7
Fairview,OR,48
Fairview,PA,5
Fairview,TN,9
Fairview,UT,24
Fairview Heights,IL,4
Fairway,KS,1
Faison,NC,2
Falconer,NY,1
Falfurrias,TX,1
Falkville,AL,26
Fall Branch,TN,20
Fall City,WA,6
Fall Creek,OR,5
Fall River,MA,31
Fall River Mills,CA,5
Fallbrook,CA,366
Fallentimber,PA,6
Falling Waters,WV,12
Fallon,NV,102
Falls Church,VA,318
Falls Village,CT,2
Fallston,MD,19
Falmouth,MA,10
Falmouth,ME,27
Fancy Gap,VA,26
Fannettsburg,PA,3
Fanning Springs,FL,1
Fanwood,NJ,1
Far Hills,NJ,3
Far Rockaway,NY,11
Fargo,ND,2
Faribault,MN,42
Farina,IL,1
Farley,IA,1
Farmersville,CA,1
Farmersville,IL,1
Farmersville,OH,4
Farmersville,TX,1
Farmingdale,ME,4
Farmingdale,NJ,10
Farmingdale,NY,88
Farmington,CA,19
Farmington,CT,73
Farmington,ME,1
Farmington,MI,251
Farmington,MN,9
Farmington,NY,53
Farmington,PA,1
Farmington,UT,162
Farmington Hills,MI,6
Farmingville,NY,30
Farmville,NC,1
Farmville,VA,17
Farwell,MI,7
Fate,TX,2
Faucett,MO,2
Fawn Grove,PA,1
Faxon,OK,1
Fayette,AL,11
Fayette,UT,3
Fayette City,PA,2
Fayetteville,AR,13
Fayetteville,GA,35
Fayetteville,NC,36
Fayetteville,NY,7
Fayetteville,OH,2
Fayetteville,PA,4
Fayetteville,TN,2
Feasterville Trevose,PA,27
Federal Way,WA,301
Federal Way-Auburn,WA,4
Federalsburg,MD,3
Felicity,OH,6
Fellows,CA,4
Fellsmere,FL,20
Felton,CA,16
Felton,DE,3
Felton,PA,12
Felts Mills,NY,2
Fennville,MI,17
Fenton,MI,226
Fenton,MO,55
Ferdinand,IN,3
Fergus Falls,MN,1
Fern Park,FL,3
Fernandina Beach,FL,22
Ferndale,CA,4
Ferndale,MI,2
Ferndale,WA,65
Fernley,NV,23
Ferriday,LA,1
Ferris,TX,18
Ferrisburgh,VT,1
Ferron,UT,11
Ferrum,VA,4
Fertile,IA,1
Festus,MO,41
Feura Bush,NY,2
Fiddletown,CA,1
Fieldale,VA,1
Fielding,UT,1
Fife,WA,2
Fife Lake,MI,2
Fifield,WI,1
Filer,ID,1
Fillmore,CA,45
Fillmore,UT,109
Fincastle,VA,23
Findlay,OH,44
Findley Lake,NY,1
Finksburg,MD,15
Finlayson,MN,9
Finleyville,PA,5
Firebaugh,CA,54
Firth,ID,4
Fish Camp,CA,3
Fishers,IN,58
Fishersville,VA,31
Fisherville,KY,17
Fishkill,NY,141
Fiskdale,MA,5
Fitchburg,MA,26
Fitchburg,WI,2
Fitzgerald,GA,2
Fitzpatrick,AL,1
Fitzwilliam,NH,9
Five Points,AL,1
Five Points,TN,1
Flag Pond,TN,6
Flagler,CO,1
Flagler Beach,FL,19
Flagstaff,AZ,153
Flanders,NJ,15
Flat Rock,AL,1
Flat Rock,IN,1
Flat Rock,MI,7
Flat Rock,NC,9
Flatonia,TX,1
Fleetwood,PA,9
Fleming,CO,2
Fleming,GA,1
Fleming Island,FL,52
Flemington,NJ,26
Fletcher,NC,39
Flint,MI,3886
Flint Hill,VA,1
Flinton,PA,2
Flintstone,GA,1
Flintstone,MD,6
Flomaton,AL,4
Floodwood,MN,5
Flora,IN,1
Flora,MS,1
Floral City,FL,5
Floral Park,NY,4
Florence,AL,7
Florence,AZ,8
Florence,CO,6
Florence,KY,136
Florence,MA,2
Florence,MS,16
Florence,MT,1
Florence,NJ,1
Florence,OR,110
Florence,SC,975
Florence,TX,5
Florence,WI,2
Florham Park,NJ,10
Florida,NY,4
Florida City,FL,3
Florissant,CO,1
Florissant,MO,44
Floriston,CA,41
Flossmoor,IL,1
Flourtown,PA,50
Flovilla,GA,4
Flower Mound,TX,1
Flowery Branch,GA,20
Flowood,MS,49
Floyd,IA,1
Floyd,VA,10
Floyds Knobs,IN,14
Fluker,LA,1
Flushing,MI,238
Flushing,NY,355
Flushing,OH,1
Fogelsville,PA,4
Foley,AL,12
Foley,MN,7
Folkston,GA,5
Folsom,CA,118
Folsom,PA,1
Fond Du Lac,WI,4
Fond du Lac,WI,17
Fontana,CA,787
Foothill Ranch,CA,14
Forbestown,CA,2
Ford,VA,2
Ford,WA,1
Fordoche,LA,2
Fords,NJ,125
Forest,MI,2
Forest,MS,1
Forest,VA,41
Forest City,FL,1
Forest City,MO,2
Forest Grove,OR,40
Forest Hill,MD,29
Forest Hill,TX,10
Forest Hills,NY,219
Forest Knolls,CA,1
Forest Lake,MN,268
Forest Park,GA,228
Forest Park,IL,79
Forest Ranch,CA,11
Forestdale,MA,3
Foresthill,CA,19
Forestport,NY,1
Forestville,CA,34
Forestville,NY,2
Foristell,MO,13
Fork,SC,6
Fork Union,VA,1
Forked River,NJ,30
Forks,WA,12
Forks of Salmon,CA,1
Forksville,PA,1
Forney,TX,29
Forrest City,AR,10
Forreston,IL,1
Forreston,TX,5
Forsyth,GA,85
Forsyth,MT,4
Fort A P Hill,VA,2
Fort Ann,NY,12
Fort Atkinson,WI,2
Fort Belvoir,VA,5
Fort Benning,GA,1
Fort Blackmore,VA,2
Fort Bliss,TX,55
Fort Bragg,CA,18
Fort Bragg,NC,1
Fort Branch,IN,4
Fort Bridger,WY,7
Fort Calhoun,NE,2
Fort Collins,CO,98
Fort Davis,TX,1
Fort Defiance,VA,4
Fort Deposit,AL,15
Fort Dodge,IA,3
Fort Duchesne,UT,12
Fort Edward,NY,15
Fort Garland,CO,1
Fort George G Meade,MD,17
Fort Gratiot,MI,2
Fort Hancock,TX,2
Fort Jennings,OH,1
Fort Johnson,NY,1
Fort Jones,CA,12
Fort Klamath,OR,7
Fort Knox,KY,1
Fort Lauderdale,FL,2739
Fort Lawn,SC,18
Fort Lee,NJ,514
Fort Littleton,PA,12
Fort Loudon,PA,4
Fort Lupton,CO,24
Fort Mc Coy,FL,2
Fort McDowell,AZ,33
Fort Meade,FL,2
Fort Mill,SC,1073
Fort Mohave,AZ,10
Fort Monroe,VA,12
Fort Morgan,CO,9
Fort Myer,VA,3
Fort Myers,FL,1326
Fort Myers Beach,FL,14
Fort Oglethorpe,GA,2
Fort Payne,AL,8
Fort Pierce,FL,187
Fort Plain,NY,6
Fort Polk,LA,1
Fort Ripley,MN,3
Fort Rock,OR,2
Fort Scott,KS,1
Fort Sill,OK,3
Fort Stockton,TX,9
Fort Thomas,KY,36
Fort Valley,GA,35
Fort Walton Beach,FL,87
Fort Washington,MD,49
Fort Washington,PA,168
Fort Wayne,IN,62
Fort White,FL,10
Fort Worth,TX,2264
Fortson,GA,21
Fortuna,CA,18
Fossil,OR,10
Fosston,MN,1
Foster,OR,25
Foster,RI,2
Fosters,AL,29
Fostoria,MI,1
Fostoria,OH,2
Fountain,CO,51
Fountain,FL,20
Fountain,MN,2
Fountain City,IN,13
Fountain City,WI,2
Fountain Hill,AR,2
Fountain Inn,SC,166
Fountain Valley,CA,206
Fountaintown,IN,8
Four Oaks,NC,33
Fowler,CA,62
Fowler,CO,4
Fowlerton,IN,1
Fowlerville,MI,11
Fox Island,WA,1
Fox Lake,IL,26
Fox River Grove,IL,4
Foxboro,MA,89
Frackville,PA,9
Frametown,WV,2
Framingham,MA,119
Francestown,NH,4
Franconia,NH,14
Frankenmuth,MI,2
Frankford,DE,3
Frankfort,IL,2
Frankfort,IN,13
Frankfort,KY,8
Frankfort,NY,2
Frankfort,OH,1
Franklin,GA,22
Franklin,ID,1
Franklin,IL,2
Franklin,IN,29
Franklin,KS,1
Franklin,KY,5
Franklin,MA,27
Franklin,MI,2
Franklin,NC,4
Franklin,NH,15
Franklin,NJ,7
Franklin,OH,28
Franklin,PA,1
Franklin,TN,203
Franklin,TX,2
Franklin,VA,4
Franklin,VT,1
Franklin,WI,3
Franklin Grove,IL,1
Franklin Lakes,NJ,10
Franklin Park,IL,38
Franklin Park,NJ,2
Franklin Square,NY,8
Franklinton,NC,2
Franklinville,NC,1
Franklinville,NJ,3
Frankston,TX,1
Franksville,WI,22
Franktown,CO,10
Franktown,VA,2
Fraser,MI,6
Frazee,MN,6
Frazeysburg,OH,1
Frazier Park,CA,8
Fraziers Bottom,WV,4
Frederic,MI,2
Frederica,DE,4
Frederick,CO,1
Frederick,MD,712
Frederick,PA,4
Fredericksburg,IN,2
Fredericksburg,PA,15
Fredericksburg,TX,4
Fredericksburg,VA,463
Fredericktown,OH,2
Fredonia,AZ,1
Fredonia,NY,3
Fredonia,PA,2
Fredonia,WI,1
Freeburg,MO,1
Freedom,CA,5
Freedom,PA,2
Freehold,NJ,28
Freehold,NY,1
Freeland,MI,8
Freeland,WA,2
Freeman,SD,1
Freeman,VA,5
Freeport,FL,11
Freeport,ME,22
Freeport,MN,4
Freeport,NY,8
Freeport,PA,1
Freeport,TX,11
Freeville,NY,1
Fremont,CA,1180
Fremont,IN,14
Fremont,NC,2
Fremont,NE,3
Fremont,NH,2
Fremont,OH,16
Fremont,WI,1
French Camp,CA,114
French Gulch,CA,19
Frenchtown,MT,3
Frenchtown,NJ,4
Frenchville,ME,1
Fresh Meadows,NY,104
Fresno,CA,1318
Fresno,TX,6
Friant,CA,22
Friedens,PA,4
Friedheim,MO,1
Friendsville,MD,9
Friendswood,TX,69
Fries,VA,1
Frisco,CO,44
Frisco,TX,67
Front Royal,VA,41
Frostburg,MD,10
Frostproof,FL,10
Fruit Heights,UT,6
Fruita,CO,3
Fruitland,ID,2
Fruitland,UT,4
Fruitland,WA,2
Fruitland Park,FL,6
Fryeburg,ME,3
Ft Mitchell,KY,270
Ft Wright,KY,1
Fulda,MN,4
Fullerton,CA,402
Fulshear,TX,2
Fulton,AR,3
Fulton,CA,24
Fulton,MD,3
Fulton,MO,2
Fulton,MS,5
Fulton,NY,3
Fultondale,AL,41
Fultonville,NY,40
Fuquay Varina,NC,147
Fyffe,AL,2
Gable,SC,67
Gadsden,AL,9
Gadsden,SC,22
Gaffney,SC,681
Gahanna,OH,1
Gaines,MI,34
Gainesboro,TN,2
Gainesville,AL,1
Gainesville,FL,324
Gainesville,GA,85
Gainesville,MO,4
Gainesville,TX,5
Gainesville,VA,36
Gaithersburg,MD,220
Galax,VA,6
Galena,MD,5
Galena,OH,67
Galena Park,TX,1
Gales Creek,OR,17
Gales Ferry,CT,1
Galesburg,IL,1
Galesburg,MI,24
Galeton,PA,1
Galion,OH,11
Galivants Ferry,SC,43
Gallagher,WV,7
Gallatin,TN,12
Gallipolis,OH,1
Gallitzin,PA,1
Galloway,NJ,8
Galloway,OH,8
Gallup,NM,18
Galt,CA,146
Galveston,TX,19
Galway,NY,9
Gambrills,MD,18
Ganado,AZ,29
Ganado,TX,1
Gansevoort,NY,105
Gap,PA,20
Gap Mills,WV,1
Garberville,CA,24
Garden City,ID,2
Garden City,MI,2
Garden City,NY,51
Garden City,TX,2
Garden City,UT,2
Garden Grove,CA,501
Garden Prairie,IL,5
Garden Valley,CA,8
Gardena,CA,1183
Gardendale,AL,41
Gardiner,ME,7
Gardiner,OR,26
Gardner,IL,4
Gardner,KS,30
Gardner,MA,7
Gardners,PA,2
Gardnerville,NV,31
Garfield,GA,2
Garfield,NJ,3
Garibaldi,OR,4
Garland,TX,265
Garland,UT,18
Garner,IA,3
Garner,NC,958
Garnerville,NY,1
Garnet Valley,PA,6
Garnett,SC,6
Garrett,IN,2
Garrett,PA,1
Garrettsville,OH,8
Garrison,MN,3
Garrison,MT,1
Garrison,NY,22
Garrison,UT,6
Garryowen,MT,1
Garvin,MN,3
Garwin,IA,1
Gary,IN,194
Garysburg,NC,11
Gasport,NY,2
Gasquet,CA,5
Gaston,IN,8
Gaston,OR,21
Gaston,SC,221
Gastonia,NC,88
Gate City,VA,15
Gates,OR,29
Gateway,CO,1
Gatlinburg,TN,2
Gautier,MS,36
Gay,GA,4
Gaylesville,AL,2
Gaylord,MI,4
Gaylord,MN,5
Gays Mills,WI,2
Geismar,LA,1
Genesee,ID,2
Genesee,MI,8
Genesee,PA,1
Geneseo,NY,3
Geneva,AL,1
Geneva,FL,3
Geneva,IL,6
Geneva,NE,1
Geneva,NY,1
Geneva,OH,2
Genoa,CO,2
Genoa,IL,3
Genoa,OH,3
Georgetown,CA,12
Georgetown,CO,14
Georgetown,DE,5
Georgetown,IN,7
Georgetown,KY,11
Georgetown,MA,13
Georgetown,OH,9
Georgetown,PA,2
Georgetown,SC,204
Georgetown,TX,59
Georgiana,AL,10
Gerber,CA,15
Germantown,MD,64
Germantown,NY,14
Germantown,OH,51
Germantown,TN,6
Germantown,WI,19
Germfask,MI,1
Gervais,OR,34
Gettysburg,PA,56
Getzville,NY,1
Geyserville,CA,31
Ghent,MN,2
Ghent,NY,11
Ghent,WV,3
Gibbon,MN,2
Gibbsboro,NJ,6
Gibbstown,NJ,12
Gibsland,LA,7
Gibson,LA,1
Gibson City,IL,1
Gibsonburg,OH,1
Gibsonia,PA,29
Gibsonton,FL,93
Gibsonville,NC,4
Gig Harbor,WA,104
Gig Harbor Peninsula,WA,1
Gila Bend,AZ,54
Gilbert,AZ,189
Gilbert,LA,1
Gilbert,MN,1
Gilbert,SC,122
Gilbert,WV,1
Gilberts,IL,5
Gilbertsville,KY,1
Gilbertsville,PA,59
Gilboa,NY,1
Gilchrist,OR,97
Gilford,NH,14
Gill,CO,3
Gill,MA,1
Gillette,NJ,2
Gillette,WY,5
Gillsville,GA,2
Gilman,IL,1
Gilmanton,NH,5
Gilmanton Iron Works,NH,4
Gilmer,TX,2
Gilmore,AR,2
Gilroy,CA,186
Gilsum,NH,1
Giltner,NE,1
Girard,OH,6
Girard,PA,4
Glade Hill,VA,2
Glade Spring,VA,25
Gladstone,IL,1
Gladstone,NJ,1
Gladstone,OR,23
Gladstone,VA,12
Gladwin,MI,4
Gladwyne,PA,25
Gladys,VA,4
Glasford,IL,1
Glasgow,KY,2
Glasgow,VA,4
Glassboro,NJ,16
Glassport,PA,1
Glastonbury,CT,44
Gleason,WI,1
Glen Allen,VA,438
Glen Arm,MD,1
Glen Aubrey,NY,2
Glen Burnie,MD,137
Glen Campbell,PA,4
Glen Carbon,IL,2
Glen Cove,NY,5
Glen Echo,MD,2
Glen Ellen,CA,30
Glen Ellyn,IL,330
Glen Gardner,NJ,7
Glen Head,NY,13
Glen Lyn,VA,3
Glen Mills,PA,10
Glen Oaks,NY,4
Glen Ridge,NJ,1
Glen Rock,NJ,9
Glen Rock,PA,56
Glen Rose,TX,1
Glen Saint Mary,FL,86
Glen Ullin,ND,2
Glenbeulah,WI,1
Glenbrook,NV,26
Glenburn,ME,1
Glencoe,CA,1
Glencoe,IL,9
Glencoe,MN,10
Glencoe,MO,2
Glencoe,OK,1
Glendale,AZ,827
Glendale,CA,561
Glendale,KY,5
Glendale,NY,4
Glendale,OR,62
Glendale Heights,IL,15
Glendive,MT,2
Glendora,CA,538
Glendora,NJ,4
Gleneden Beach,OR,7
Glenelg,MD,1
Glenfield,NY,1
Glenford,OH,5
Glenhaven,CA,2
Glenmont,NY,3
Glenmoore,PA,1
Glenn,CA,11
Glenn Dale,MD,3
Glenns Ferry,ID,2
Glennville,GA,2
Glenolden,PA,2
Glenpool,OK,2
Glenrock,WY,1
Glens Falls,NY,4
Glenshaw,PA,13
Glenside,PA,136
Glenview,IL,38
Glenville,MN,17
Glenville,PA,8
Glenwood,GA,4
Glenwood,IL,3
Glenwood,MD,1
Glenwood,MN,1
Glenwood,NJ,1
Glenwood,NM,2
Glenwood City,WI,1
Glenwood Landing,NY,1
Glenwood Springs,CO,36
Glide,OR,21
Globe,AZ,20
Glorieta,NM,1
Gloucester,MA,10
Gloucester,VA,49
Gloucester City,NJ,102
Gloucester Point,VA,5
Glouster,OH,10
Gloverville,SC,8
Glyndon,MD,1
Glyndon,MN,3
Gobles,MI,2
Godwin,NC,31
Goffstown,NH,8
Golconda,NV,17
Gold Bar,WA,17
Gold Beach,OR,56
Gold Canyon,AZ,21
Gold Creek,MT,1
Gold Hill,NC,1
Gold Hill,OR,102
Gold River,CA,5
Gold Run,CA,7
Golden,CO,317
Golden Meadow,LA,3
Golden Valley,AZ,9
Goldendale,WA,18
Goldens Bridge,NY,23
Goldfield,NV,6
Goldsboro,MD,3
Goldsboro,NC,8
Goldsmith,TX,2
Goldston,NC,1
Goleta,CA,150
Goliad,TX,7
Gonzales,CA,39
Gonzales,LA,32
Gonzales,TX,4
Good Thunder,MN,1
Goode,VA,3
Goodells,MI,4
Goodfield,IL,1
Goodhue,MN,1
Goodland,IN,2
Goodlettsville,TN,275
Goodman,MS,1
Goodrich,MI,73
Goodwater,AL,2
Goodyear,AZ,211
Goodyears Bar,CA,2
Goose Creek,SC,281
Gordo,AL,8
Gordon,AL,1
Gordon,WI,1
Gordonsville,TN,15
Gordonsville,VA,25
Gordonville,PA,9
Gore,VA,1
Goreville,IL,3
Gorham,ME,3
Gorham,NH,3
Goshen,IN,3
Goshen,NH,2
Goshen,NY,31
Goshen,OH,6
Goshen,VA,12
Gosport,IN,2
Gotebo,OK,1
Gotha,FL,48
Gothenburg,NE,1
Gould,AR,3
Gould City,MI,1
Gouldsboro,PA,3
Government Camp,OR,74
Graceville,FL,4
Grady,AL,2
Grady,NM,2
Grafton,MA,2
Grafton,OH,1
Grafton,WI,7
Grafton,WV,1
Graham,NC,36
Graham,WA,19
Grain Valley,MO,10
Grambling,LA,4
Gramercy,LA,8
Grampian,PA,11
Granada,CO,2
Granada,MN,2
Granada Hills,CA,268
Granbury,TX,1
Granby,CO,5
Granby,CT,3
Grand Bay,AL,66
Grand Blanc,MI,800
Grand Canyon,AZ,5
Grand Forks,ND,2
Grand Haven,MI,31
Grand Island,FL,2
